,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
1542,darnah,100,LY,1570731923,80,32.77,22.64,76.78,9.48
1543,madang,86,CN,1570731923,68,35.32,102.79,43.12,2.04
1544,bogashevo,35,RU,1570731924,50,56.37,85.14,35.01,3.0
1545,basco,90,US,1570731924,93,40.33,-91.2,64.4,10.29
1546,partizanskoye,17,RU,1570731925,43,53.35,78.35,45.82,9.66
1547,hwange,78,ZW,1570731925,27,-18.35,26.5,84.16,5.19
1548,witu,20,KE,1570731925,83,-2.39,40.44,80.6,10.31
1549,shima,75,JP,1570731926,73,34.34,136.82,71.6,9.17
1550,kerema,99,PG,1570731926,95,-7.96,145.78,72.82,1.42
1551,goba,46,ET,1570731926,84,7.01,39.97,47.62,4.53
1552,sylvania,1,US,1570731927,49,41.72,-83.71,75.0,8.05
1553,kaniama,87,CD,1570731927,90,-7.57,24.18,68.14,3.19
1554,miraflores,0,PE,1570731927,6,-16.39,-71.52,71.6,11.41
1555,yurla,98,RU,1570731928,93,59.33,54.32,36.1,6.37
1556,kangaba,67,ML,1570731928,66,11.94,-8.41,82.0,5.47
1557,inirida,58,CO,1570731928,49,3.87,-67.92,91.9,2.59
1558,hargeysa,75,SO,1570731929,74,9.56,44.06,70.48,9.61
1559,kailua,75,US,1570731929,83,21.39,-157.74,84.2,22.31
1560,umtata,75,ZA,1570731929,76,-31.59,28.78,51.8,8.05
1561,wuhan,86,CN,1570731930,82,30.6,114.3,66.2,4.47
1562,esik,20,KZ,1570731930,66,43.36,77.47,50.0,2.24
1563,baiyin,100,CN,1570731930,100,36.55,104.13,39.2,4.47
1564,teahupoo,75,PF,1570731931,65,-17.83,-149.27,78.8,3.36
1565,hudson bay,61,CA,1570731931,35,52.86,-102.4,35.92,5.55
1566,madison,75,US,1570731931,64,43.07,-89.38,72.0,11.41
1567,show low,1,US,1570731932,17,34.25,-110.03,62.01,14.99
1568,stubbekobing,38,DK,1570731932,100,54.89,12.04,53.01,9.17
1569,havre,0,US,1570731932,79,48.55,-109.68,28.0,9.17
1570,delijan,0,IR,1570731933,25,33.99,50.69,64.72,4.02
1571,arlit,90,NE,1570731933,44,18.74,7.39,84.52,13.22
1572,chipurupalle,94,IN,1570731934,89,18.32,83.57,75.52,1.92
1573,nortelandia,65,BR,1570731934,37,-14.45,-56.8,91.9,4.81
1574,joniskis,90,LT,1570731935,100,56.24,23.62,48.2,8.05
1575,sawtell,86,AU,1570731935,93,-30.38,153.1,51.8,1.12
1576,santa isabel,1,MX,1570731935,6,32.63,-115.58,80.6,14.99
1577,vostochnyy,90,RU,1570731936,100,55.82,37.87,50.0,8.95
1578,mariestad,70,SE,1570731936,93,58.71,13.82,48.2,4.7
1579,miandrivazo,19,MG,1570731936,50,-19.53,45.46,82.9,4.43
1580,cotacachi,75,EC,1570731937,31,0.3,-78.27,73.4,5.82
1581,bay saint louis,40,US,1570731937,66,30.31,-89.33,87.01,21.92
1582,alto longa,37,BR,1570731938,18,-5.25,-42.21,103.06,8.74
1583,nuoro,2,IT,1570731938,52,40.32,9.33,71.6,9.17
1584,krasnyy yar,70,RU,1570731938,44,50.7,44.73,51.76,12.62
1585,kundiawa,93,PG,1570731939,98,-6.02,144.97,52.66,0.22
1586,do gonbadan,57,IR,1570731939,32,30.36,50.8,82.4,2.92
1587,wahiawa,40,US,1570731939,94,21.5,-158.02,84.2,5.05
1588,samana,75,EC,1570731940,88,0.12,-76.97,75.2,8.05
1589,hun,58,BE,1570731940,76,50.34,4.87,55.99,12.75
1590,ardrishaig,40,GB,1570731941,87,56.02,-5.45,55.4,13.87
1591,nangka,75,MY,1570731941,88,6.78,116.79,77.0,6.93
1592,yavatmal,16,IN,1570731942,75,20.39,78.13,74.62,2.52
1593,lagunas,73,PE,1570731942,57,-5.23,-75.68,88.66,3.19
1594,pochutla,75,MX,1570731942,62,15.74,-96.47,90.0,7.45
1595,bara,6,NG,1570731943,67,10.41,10.6,79.66,1.95
1596,sampang,84,ID,1570731944,85,-7.54,109.46,74.98,1.63
1597,rebrisoara,99,RO,1570731944,62,47.28,24.45,50.0,1.01
1598,tumen,77,CN,1570731944,90,42.97,129.84,50.32,4.56
1599,chengde,19,CN,1570731945,59,40.97,117.93,46.9,1.73
1600,takayama,6,JP,1570731945,86,36.14,137.25,63.0,4.19
1601,plainview,1,US,1570731946,50,34.18,-101.71,64.4,16.11
1602,poshekhonye,100,RU,1570731946,92,58.5,39.12,42.94,8.58
1603,tefe,20,BR,1570731947,78,-3.35,-64.71,82.4,5.82
1604,quanzhou,0,CN,1570731947,88,24.9,118.59,75.2,4.47
1605,agucadoura,0,PT,1570731948,60,41.43,-8.78,70.0,8.05
1606,samaipata,0,BO,1570731948,35,-18.18,-63.88,80.56,6.73
1607,przhevalskoye,100,RU,1570731948,97,55.51,31.85,45.1,7.19
1608,honiara,20,SB,1570731949,94,-9.43,159.96,75.2,2.55
1609,russell,90,US,1570731949,86,38.9,-98.86,42.8,24.16
1610,zlatoust,86,RU,1570731949,86,55.17,59.68,32.68,5.54
1611,ridgecrest,1,US,1570731950,7,35.62,-117.67,68.0,17.0
1612,iquitos,40,PE,1570731950,319,-3.75,-73.25,42.8,5.82
1613,mushie,97,CD,1570731951,77,-3.02,16.92,77.5,4.91
1614,chinsali,57,ZM,1570731951,41,-10.55,32.07,77.14,7.69
1615,ocho rios,20,JM,1570731952,59,18.41,-77.1,89.6,19.46
1616,tommot,99,RU,1570731952,93,58.97,126.27,14.32,7.82
1617,las palmas,90,CO,1570731954,72,9.27,-75.33,84.34,4.14
1618,imbituba,0,BR,1570731954,54,-28.24,-48.67,80.6,11.41
1619,moindou,6,NC,1570731955,87,-21.69,165.68,60.8,3.36
1620,bolotnoye,6,RU,1570731955,64,55.67,84.39,31.96,10.18
1621,howard springs,95,AU,1570731956,78,-12.5,131.05,79.0,4.7
1622,ko samui,76,TH,1570731956,68,9.54,99.94,82.36,1.52
1623,laon,40,FR,1570731956,71,49.56,3.62,55.4,4.7
1624,shwebo,94,MM,1570731957,91,22.57,95.7,74.98,3.38
1625,kalininsk,100,RU,1570731957,56,51.5,44.48,51.76,12.8
1626,ushtobe,6,KZ,1570731957,35,45.25,77.98,59.86,4.03
1627,zhangye,99,CN,1570731958,38,38.94,100.46,56.08,3.81
1628,alem paraiba,100,BR,1570731959,87,-21.89,-42.7,69.4,2.59
1629,dauriya,0,RU,1570731960,61,49.93,116.85,20.08,8.89
1630,esna,90,RO,1570731960,55,45.2,27.57,66.2,9.17
1631,vieques,40,PR,1570731960,62,18.43,-65.83,89.01,9.17
1632,venado tuerto,83,AR,1570731961,34,-33.75,-61.97,91.0,14.0
1633,weinan,100,CN,1570731961,100,34.5,109.46,60.01,2.24
1634,buin,90,CL,1570731962,18,-33.73,-70.74,80.6,4.29
1635,veraval,64,FR,1570731962,76,49.65,0.71,55.99,8.05
1636,ballina,75,IE,1570731962,100,54.11,-9.15,57.0,13.87
1637,kyabram,79,AU,1570731963,83,-36.31,145.05,48.0,7.82
1638,queenstown,80,ZA,1570731964,81,-31.89,26.88,49.24,9.99
1639,monte santo,48,BR,1570731964,39,-10.44,-39.33,87.94,13.5
1640,akhmim,28,EG,1570731965,15,26.56,31.74,93.2,9.17
1641,bolzano,66,IT,1570731965,82,45.97,13.39,60.8,9.17
1642,duleek,75,IE,1570731966,87,53.66,-6.41,55.99,11.41
1643,raudeberg,75,NO,1570731966,93,61.99,5.14,51.01,18.34
1644,syracuse,1,US,1570731967,59,43.05,-76.15,68.0,4.7
1645,mongo,92,CD,1570731967,82,-5.62,14.6,76.06,3.94
1646,palana,100,RU,1570731968,92,59.08,159.95,33.22,3.28
1647,ribita,100,RO,1570731969,94,46.18,22.77,49.06,2.68
1648,springbok,58,ZA,1570731970,11,-29.67,17.88,61.3,7.99
1649,balkanabat,57,TM,1570731971,48,39.51,54.36,66.88,7.56
1650,laurel,1,US,1570731972,44,39.1,-76.85,75.2,5.37
1651,patrocinio,26,PH,1570731972,95,13.72,123.64,71.38,1.34
1652,port shepstone,99,ZA,1570731973,72,-30.74,30.45,59.86,2.65
1653,akim swedru,76,GH,1570731973,96,5.89,-1.02,75.52,3.43
1654,tadpatri,100,IN,1570731974,73,14.92,78.02,81.1,7.03
1655,ust-ordynskiy,0,RU,1570731974,68,52.8,104.75,26.6,2.24
1656,islamkot,0,PK,1570731975,36,24.7,70.18,86.68,6.11
1657,meadow lake,20,CA,1570731975,37,54.13,-108.44,37.4,19.46
1658,sosnovo-ozerskoye,0,RU,1570731976,79,52.53,111.54,13.78,6.82
1659,semey,9,KZ,1570731976,42,50.41,80.25,52.66,8.68
1660,zhanaozen,0,KZ,1570731976,27,43.35,52.85,53.2,10.69
1661,thinadhoo,99,MV,1570731977,79,0.53,72.93,82.36,13.85
1662,tarnobrzeg,22,PL,1570731977,71,50.57,21.68,55.0,3.36
1663,vanderhoof,45,CA,1570731978,43,54.02,-124.02,37.18,0.49
1664,lieksa,74,FI,1570731978,91,63.32,30.02,31.96,2.39
1665,bollnas,79,SE,1570731978,97,61.35,16.39,45.0,4.43
1666,malinovskiy,95,RU,1570731979,88,54.15,34.53,47.62,13.1
1667,pandrup,16,DK,1570731979,93,57.21,9.68,51.01,1.99
1668,batsfjord,75,NO,1570731979,86,70.63,29.72,39.2,10.29
1669,nokha,0,IN,1570731980,23,27.56,73.47,83.8,5.75
1670,tigzirt,60,DZ,1570731981,68,36.57,4.2,65.26,3.62
1671,calvinia,0,ZA,1570731981,17,-31.47,19.78,59.5,5.22
1672,mangai,67,CD,1570731982,91,-4.07,19.59,74.08,1.89
1673,meiganga,99,CM,1570731982,95,6.52,14.29,69.04,4.02
1674,tubarao,0,BR,1570731983,30,-28.47,-49.01,89.2,5.36
1675,bangkalan,35,ID,1570731983,82,-7.05,112.74,74.8,3.24
1676,jambi,93,ID,1570731983,89,-1.6,103.62,74.44,1.58
1677,macapa,20,BR,1570731984,49,0.05,-51.07,93.2,12.75
1678,gwadar,0,PK,1570731984,79,25.12,62.33,82.18,7.45
1679,carbonia,0,IT,1570731985,52,39.17,8.53,70.0,10.29
1680,palmas,40,BR,1570731985,55,-10.18,-48.33,86.0,5.82
1681,phalombe,99,MW,1570731986,51,-15.81,35.65,78.94,6.93
1682,namalenga,48,TZ,1570731986,61,-10.95,39.1,79.12,4.8
1683,digras,27,IN,1570731987,73,20.1,77.72,73.9,2.15
1684,weihai,94,CN,1570731987,77,37.5,122.11,61.3,3.89
1685,hakui,40,JP,1570731987,93,36.89,136.78,63.0,3.36
1686,llandrindod wells,100,GB,1570731988,88,52.24,-3.38,57.99,3.0
1687,tupancireta,0,BR,1570731988,56,-29.08,-53.84,81.82,7.33
1688,dauphin,40,CA,1570731989,69,51.15,-100.04,35.6,17.22
1689,saskatoon,20,CA,1570731989,43,52.13,-106.66,35.6,9.17
1690,imatra,90,FI,1570731990,100,61.17,28.77,41.0,3.36
1691,koumac,4,NC,1570731990,88,-20.56,164.28,62.74,1.59
1692,wilhelmshaven,40,DE,1570731990,76,53.53,8.11,53.6,10.29
1693,lazarev,96,RU,1570731991,60,52.23,141.51,47.08,18.67
1694,kpandu,90,GH,1570731991,91,7.0,0.29,75.16,3.44
1695,cooma,90,AU,1570731992,100,-36.24,149.13,41.0,2.71
1696,odessa,1,US,1570731992,22,31.85,-102.37,88.0,13.87
1697,isiro,100,CD,1570731993,99,2.77,27.62,66.16,3.08
1698,khasan,83,RU,1570731993,79,42.43,130.64,52.48,3.64
1699,moa,21,CU,1570731994,49,20.66,-74.95,90.28,5.13
1700,jiujiang,86,CN,1570731994,73,29.73,115.99,70.84,7.21
1701,hoi an,20,VN,1570731994,94,15.88,108.33,75.2,2.09
1702,krasnoborsk,41,RU,1570731995,95,61.56,45.93,32.32,5.26
1703,doka,40,SD,1570731995,72,13.52,35.76,78.22,6.13
1704,diplo,0,PK,1570731996,46,24.47,69.59,85.96,8.15
1705,okmulgee,75,US,1570731996,74,35.62,-95.96,80.6,19.46
1706,manadhoo,100,MV,1570731997,74,5.77,73.38,82.54,7.73
1707,alyangula,95,AU,1570731997,88,-13.85,136.42,62.6,4.76
1708,yabrud,70,SY,1570731998,31,33.97,36.66,77.0,5.82
1709,techiman,66,GH,1570731998,91,7.58,-1.94,74.98,3.13
1710,skvyra,60,UA,1570731999,68,49.73,29.66,53.56,6.45
1711,ilo,40,PE,1570732000,59,-17.65,-71.34,66.2,10.29
1712,koforidua,96,GH,1570732000,95,6.11,-0.27,74.8,4.7
1713,santa cruz cabralia,40,BR,1570732001,74,-16.28,-39.02,78.8,11.41
1714,effingham,1,US,1570732001,56,39.12,-88.54,77.0,8.05
1715,azul,67,AR,1570732002,53,-36.78,-59.86,80.01,9.78
1716,nokaneng,97,BW,1570732002,64,-19.66,22.19,71.02,15.84
1717,taber,5,CA,1570732003,67,49.79,-112.14,23.0,4.7
1718,eseka,50,CM,1570732003,94,3.65,10.77,71.56,5.25
1719,cam ranh,20,VN,1570732004,94,11.92,109.15,78.8,2.24
1720,tias,40,ES,1570732004,88,28.96,-13.65,73.4,8.05
1721,balakhta,0,RU,1570732005,55,55.38,91.62,28.0,11.32
1722,leshan,95,CN,1570732005,66,29.56,103.76,64.9,2.71
1723,kogon,5,UZ,1570732005,55,39.73,64.54,66.2,9.17
1724,magadi,20,IN,1570732006,83,12.96,77.22,75.2,5.58
1725,kaseda,15,JP,1570732006,93,31.42,130.32,62.01,4.0
1726,atyashevo,100,RU,1570732007,93,54.56,46.07,46.0,13.75
1727,lamu,100,CN,1570732007,66,35.77,102.37,39.88,3.82
1728,antigonish,1,CA,1570732008,62,45.62,-61.99,60.01,5.82
1729,medea,20,DZ,1570732008,73,36.27,2.77,73.4,11.41
1730,krasnoye,0,RU,1570732009,100,44.87,39.46,55.0,5.63
1731,north bend,1,US,1570732009,47,43.41,-124.22,55.99,10.29
1732,jiuquan,100,CN,1570732009,44,39.73,98.49,50.68,5.68
1733,agutaya,74,PH,1570732010,77,11.15,120.94,83.08,13.23
1734,bellavista,40,MX,1570732010,54,21.56,-104.88,84.2,3.94
1735,annau,75,TM,1570732011,46,37.89,58.52,71.6,4.7
1736,peruibe,57,BR,1570732011,85,-24.32,-47.0,70.84,13.32
1737,tombouctou,40,ML,1570732012,20,16.77,-3.01,100.72,11.14
1738,oconomowoc,40,US,1570732012,68,43.11,-88.5,73.0,10.29
1739,kamoke,0,PK,1570732012,88,31.97,74.22,78.8,0.87
1740,cerritos,1,US,1570732013,35,33.86,-118.05,75.99,3.36
1741,muriwai beach,100,NZ,1570732013,93,-36.82,174.45,60.01,8.05
1742,zabol,0,IR,1570732014,23,31.03,61.49,77.0,24.16
1743,tuxpan,75,MX,1570732014,83,19.56,-103.38,77.0,11.41
1744,kantunilkin,75,MX,1570732015,74,21.1,-87.49,86.0,10.29
1745,la cruz,1,MX,1570732015,71,23.92,-106.89,91.99,4.0
1746,concordia,9,AR,1570732016,36,-31.4,-58.02,88.0,15.01
1747,senneterre,20,CA,1570732016,44,48.39,-77.24,60.8,13.87
1748,harsesti,67,RO,1570732016,61,44.53,24.78,63.0,2.71
1749,benjamin constant,75,BR,1570732017,78,-4.38,-70.03,80.6,3.36
1750,altamira,75,BR,1570732017,55,-3.2,-52.21,91.4,6.93
1751,mokhsogollokh,69,RU,1570732017,94,61.4,128.95,15.04,7.02
1752,kyren,95,RU,1570732018,91,51.68,102.13,11.62,2.26
1753,ust-maya,100,RU,1570732018,94,60.42,134.54,23.14,10.44
1754,sao miguel do araguaia,67,BR,1570732018,33,-13.28,-50.16,96.22,2.98
1755,qinhuangdao,72,CN,1570732019,40,39.94,119.59,55.54,12.57
1756,derbent,97,RU,1570732019,83,42.06,48.29,63.82,22.31
1757,kingsland,90,US,1570732020,74,30.8,-81.69,82.99,16.11
1758,porto empedocle,40,IT,1570732021,78,37.29,13.53,71.6,3.36
1759,asmar,0,AF,1570732021,61,35.03,71.36,54.46,2.87
1760,iksha,90,RU,1570732022,100,56.18,37.5,48.2,8.95
1761,plymouth,75,GB,1570732023,93,50.37,-4.14,61.0,20.8
1762,amuntai,34,ID,1570732023,84,-2.42,115.25,75.16,1.87
1763,tandil,40,AR,1570732023,30,-37.33,-59.14,82.99,12.75
1764,finca blanco,40,PA,1570732024,74,8.38,-82.87,86.0,6.93
1765,mto wa mbu,87,TZ,1570732024,65,-3.38,35.86,74.08,12.59
1766,stykkisholmur,90,IS,1570732025,81,65.08,-22.73,37.36,25.15
1767,eyl,0,SO,1570732025,88,7.98,49.82,80.38,7.32
1768,sayyan,57,YE,1570732026,43,15.17,44.32,62.92,10.77
1769,ouegoa,4,NC,1570732026,88,-20.34,164.44,62.74,1.59
1770,manzil salim,20,TN,1570732026,55,35.86,8.48,66.2,2.24
1771,biloela,1,AU,1570732027,93,-24.4,150.51,57.52,4.66
1772,tahe,22,CN,1570732027,69,52.34,124.71,20.98,9.77
1773,santa cruz,70,BR,1570732027,37,-6.22,-36.02,90.28,15.2
1774,scottsbluff,90,US,1570732028,73,41.87,-103.67,26.01,26.4
1775,khandbari,50,NP,1570732029,87,27.38,87.21,47.08,3.84
1776,goure,83,NE,1570732029,41,13.98,10.27,88.84,1.99
1777,kholm,75,AF,1570732029,16,36.69,67.7,75.2,8.05
1778,balsas,46,BR,1570732030,20,-7.53,-46.04,98.92,7.83
1779,mizdah,24,LY,1570732030,58,31.45,12.98,69.58,9.3
1780,sremska mitrovica,40,RS,1570732031,100,44.97,19.62,55.4,10.29
1781,dubbo,40,AU,1570732031,71,-32.25,148.6,53.6,17.22
1782,nueva loja,75,EC,1570732032,88,0.08,-76.88,75.2,8.05
1783,portachuelo,40,BO,1570732032,30,-17.35,-63.39,96.8,12.75
1784,hazorasp,0,UZ,1570732033,66,41.32,61.08,48.2,6.93
1785,calmar,20,CA,1570732034,51,53.27,-113.81,39.0,9.17
1786,sandpoint,1,US,1570732034,64,48.28,-116.55,41.0,3.36
1787,kholbon,57,RU,1570732035,35,51.9,116.25,19.54,4.81
1788,rantepao,41,ID,1570732035,88,-2.97,119.9,63.82,2.53
1789,pocatello,1,US,1570732036,46,42.87,-112.44,28.99,9.17
1790,marion,40,US,1570732036,54,35.21,-90.2,86.0,16.11
1791,anacortes,1,US,1570732036,61,48.5,-122.62,50.0,4.7
1792,agirish,7,RU,1570732037,83,61.92,63.02,31.96,5.39
1793,felanitx,75,ES,1570732037,68,39.47,3.15,73.0,3.36
1794,finschhafen,53,PG,1570732038,81,-6.6,147.85,79.66,9.43
1795,kokopo,71,PG,1570732038,75,-4.34,152.27,82.36,9.69
1796,dzialdowo,51,PL,1570732039,100,53.24,20.17,44.6,5.82
1797,bethanien,17,NA,1570732039,16,-26.5,17.16,67.42,7.93
1798,soc trang,20,VN,1570732040,100,9.6,105.98,77.0,2.24
1799,paducah,40,US,1570732040,48,37.08,-88.6,84.99,6.93
1800,mlalo,100,TZ,1570732042,88,-4.58,38.35,72.28,5.99
1801,nizhyn,100,UA,1570732042,76,51.05,31.88,51.76,7.94
1802,travesia,40,HN,1570732042,59,15.87,-87.9,89.6,3.36
1803,warrnambool,52,AU,1570732043,92,-38.38,142.48,46.99,11.86
1804,termini imerese,20,IT,1570732044,83,37.98,13.7,72.0,8.05
1805,kaitong,0,CN,1570732044,28,44.81,123.15,36.46,5.12
1806,sipoo,20,FI,1570732045,100,60.38,25.27,44.01,2.97
1807,nagapattinam,42,IN,1570732045,75,10.76,79.84,83.8,10.99
1808,waddan,0,LY,1570732046,30,29.16,16.14,77.5,9.39
1809,healdsburg,20,US,1570732046,7,38.61,-122.87,75.99,8.05
1810,manoharpur,4,IN,1570732047,91,22.35,85.21,72.46,2.54
1811,edson,1,CA,1570732047,59,53.59,-116.44,33.8,6.93
1812,sironko,100,UG,1570732048,89,1.23,34.25,50.5,5.64
1813,kirovskiy,99,RU,1570732048,89,45.09,133.51,52.84,6.49
1814,cascas,40,PE,1570732049,32,-7.48,-78.82,69.8,6.93
1815,diu,90,IN,1570732049,72,20.71,70.98,85.6,4.25
1816,zhanakorgan,86,KZ,1570732050,32,43.91,67.25,61.12,7.55
1817,upington,66,ZA,1570732050,15,-28.46,21.24,73.4,4.7
1818,barabash,90,RU,1570732051,100,43.19,131.5,48.2,3.31
1819,antofagasta,35,CL,1570732051,55,-23.65,-70.4,66.2,13.87
1820,macroom,75,IE,1570732052,87,51.91,-8.96,57.2,20.8
1821,takahata,25,JP,1570732052,88,38.0,140.2,59.0,0.6
1822,san luis,100,AR,1570732053,19,-33.3,-66.34,95.5,16.88
1823,chumikan,0,RU,1570732053,57,54.72,135.31,31.06,21.14
1824,kem,100,UG,1570732054,72,2.68,33.77,74.26,2.52
1825,panjab,20,AF,1570732054,53,34.38,67.02,37.0,5.58
1826,svatove,51,UA,1570732054,52,49.42,38.16,52.48,9.35
1827,trincomalee,100,LK,1570732055,93,8.58,81.23,75.52,2.98
1828,staryy nadym,100,RU,1570732055,91,65.61,72.68,45.28,12.72
1829,kurilsk,63,RU,1570732056,87,45.23,147.88,51.04,6.59
1830,koboko,100,UG,1570732056,96,3.41,30.96,66.34,2.23
1831,kozhva,87,RU,1570732057,78,65.11,57.05,32.14,6.59
1832,pingliang,61,CN,1570732057,51,35.54,106.68,45.64,2.34
1833,bestobe,100,KZ,1570732058,30,52.5,73.1,59.14,8.39
1834,dubrovytsya,24,UA,1570732058,86,51.57,26.57,48.52,10.03
1835,zabolotiv,100,UA,1570732059,51,48.47,25.28,59.0,2.24
1836,sudak,1,UA,1570732059,91,44.85,34.97,52.48,6.11
1837,bauchi,16,NG,1570732060,69,10.31,9.85,77.86,3.59
1838,ailigandi,86,PA,1570732060,75,9.23,-78.02,83.62,1.3
1839,marshfield,75,US,1570732061,82,42.09,-70.71,55.4,17.22
1840,tanete,45,ID,1570732061,87,-3.94,119.78,70.48,2.84
1841,parati,75,BR,1570732062,36,-20.51,-54.63,93.2,9.17
1842,sandwick,100,GB,1570732062,100,54.57,-2.89,61.0,21.92
1843,obilnoye,0,RU,1570732062,87,44.25,43.56,51.01,11.18
1844,batman,20,TR,1570732063,45,37.88,41.13,64.4,9.17
1845,ilhabela,66,BR,1570732064,81,-23.78,-45.36,72.28,16.56
1846,jadu,45,LY,1570732064,60,31.95,12.03,71.56,12.05
1847,tucuman,0,PE,1570732065,17,-17.17,-70.89,73.0,12.75
1848,khartoum,0,SD,1570732065,26,15.59,32.54,91.4,8.05
1849,den helder,75,NL,1570732066,67,52.96,4.76,59.0,23.04
1850,matucana,0,PE,1570732066,26,-11.84,-76.39,65.62,10.71
1851,rehti,14,IN,1570732066,78,22.74,77.43,75.2,2.24
1852,kilindoni,100,TZ,1570732067,86,-7.91,39.67,79.3,18.28
1853,itatskiy,0,RU,1570732067,60,56.07,89.04,28.54,10.95
1854,punuare,80,HN,1570732068,57,14.75,-85.99,85.78,3.45
1855,melioratorov,86,RU,1570732068,80,57.21,65.61,43.0,6.75
1856,marieville,1,CA,1570732069,45,45.43,-73.16,66.0,12.75
1857,wagar,0,US,1570732069,45,31.44,-87.99,87.01,3.0
1858,qianguo,0,CN,1570732070,40,45.12,124.86,37.18,5.08
1859,didi lilo,90,GE,1570732071,77,41.74,44.97,62.6,4.7
1860,santa elena,90,EC,1570732071,83,-2.23,-80.86,71.6,8.05
1861,uch,0,FR,1570732072,72,45.32,-0.93,62.6,3.36
1862,zabaykalsk,26,CN,1570732072,53,49.64,117.33,22.6,8.57
1863,kungurtug,0,RU,1570732072,55,50.6,97.53,22.42,0.65
1864,hecun,53,CN,1570732073,91,29.94,119.31,67.6,1.34
1865,challapata,0,BO,1570732073,40,-18.9,-66.78,54.1,7.18
1866,tokoroa,100,NZ,1570732074,99,-38.22,175.87,61.0,1.99
1867,togur,91,RU,1570732074,67,58.36,82.83,30.52,8.68
1868,graz,40,AT,1570732074,87,47.07,15.44,52.0,2.24
1869,zheleznodorozhnyy,90,RU,1570732075,87,55.75,38.0,50.0,11.18
1870,guaruja,20,BR,1570732075,61,-23.99,-46.26,84.0,13.87
1871,simao,5,CN,1570732076,92,22.76,100.79,61.3,3.23
1872,chabahar,40,IR,1570732076,74,25.29,60.65,84.2,3.26
1873,sehithwa,88,BW,1570732077,36,-20.47,22.7,79.66,8.14
1874,lishui,0,CN,1570732077,95,28.45,119.91,64.72,2.38
1875,stjordalshalsen,0,NO,1570732077,93,63.47,10.93,39.2,9.17
1876,la macarena,71,CO,1570732078,95,2.18,-73.79,73.9,3.79
1877,mariakani,40,KE,1570732078,88,-3.87,39.47,78.8,4.7
1878,delvada,0,IN,1570732078,46,24.01,72.98,76.6,2.63
1879,babynino,97,RU,1570732079,88,54.39,35.75,48.7,14.68
1880,mago,66,RU,1570732079,92,53.27,140.15,35.92,3.79
1881,yingcheng,79,CN,1570732080,82,30.93,113.57,66.2,4.47
1882,antakya,75,TR,1570732080,78,36.22,36.17,75.2,14.99
1883,tabou,26,CI,1570732081,88,4.42,-7.36,77.5,6.54
1884,livingston,40,US,1570732081,45,32.58,-88.19,86.0,6.93
1885,kiruna,99,SE,1570732082,92,67.86,20.23,28.4,1.12
1886,kjollefjord,75,NO,1570732082,86,70.95,27.35,39.2,9.17
1887,porbandar,75,IN,1570732082,70,21.64,69.61,85.06,14.19
1888,fano,75,IT,1570732083,82,43.84,13.01,66.0,2.24
1889,lubango,95,AO,1570732083,73,-14.92,13.49,65.44,5.2
1890,kuandian,13,CN,1570732083,88,40.73,124.78,55.18,3.52
1891,chitral,0,PK,1570732084,58,35.85,71.79,42.58,4.07
1892,alibag,75,IN,1570732084,83,18.64,72.88,88.0,3.36
1893,genhe,41,CN,1570732085,46,50.78,121.52,17.56,6.02
1894,ternate,20,PH,1570732085,83,14.29,120.72,81.0,4.63
1895,skjervoy,20,NO,1570732086,92,70.03,20.97,30.2,6.93
1896,lagdo,20,CM,1570732086,83,9.06,13.67,78.8,1.12
1897,porto tolle,87,IT,1570732086,88,44.95,12.32,64.99,4.7
1898,fryanovo,90,RU,1570732087,100,56.13,38.45,46.4,8.95
1899,hopelchen,40,MX,1570732088,70,19.77,-89.85,87.8,5.82
1900,haizhou,96,CN,1570732088,90,34.58,119.13,62.38,3.74
1901,san carlos de bariloche,40,AR,1570732088,36,-41.13,-71.31,62.6,38.03
1902,turtas,100,RU,1570732089,92,58.94,69.13,43.66,5.71
1903,umea,90,SE,1570732089,100,63.83,20.26,44.6,10.29
1904,magan,0,OM,1570732090,66,24.42,56.58,89.6,3.36
1905,kamina,59,CD,1570732090,68,-8.74,25.0,72.64,2.39
1906,baie-comeau,1,CA,1570732091,58,49.22,-68.15,55.99,4.7
1907,tuy hoa,45,VN,1570732091,82,13.08,109.3,80.38,7.92
1908,mandsaur,0,IN,1570732091,67,24.07,75.07,71.92,4.14
1909,linkoping,75,SE,1570732092,93,58.41,15.62,50.0,5.82
1910,neepawa,90,CA,1570732092,69,50.23,-99.46,33.8,17.22
1911,bandar-e lengeh,5,IR,1570732093,29,26.56,54.88,91.4,13.87
1912,snyder,1,US,1570732093,40,32.72,-100.92,87.01,16.11
1913,marystown,0,CA,1570732094,67,47.17,-55.16,48.88,4.44
1914,bremerton,75,US,1570732094,46,38.4,-75.51,75.99,16.11
1915,fayaoue,1,NC,1570732094,79,-20.65,166.53,72.28,4.73
1916,la libertad,0,PE,1570732095,6,-16.38,-71.56,71.6,11.41
1917,salmas,0,IR,1570732095,62,38.2,44.77,55.4,4.7
1918,jiangyou,100,CN,1570732096,88,31.78,104.73,54.28,0.49
1919,lamar,90,US,1570732096,47,38.09,-102.62,37.4,17.22
1920,yeniseysk,0,RU,1570732097,66,58.45,92.17,26.02,3.96
1921,dale,64,CN,1570732097,82,24.09,109.99,70.66,3.24
